"","full_text","doc_id"
"518","@ElijahSchaffer I appreciate them covering their nasty, pus filled, monkey pox sores.",518
"519","@monkey_d_shayaa @SybilleCa @FrenchRapUS Mais wsh je suis cuit en plus c’est la même avec Jules César malgré ceci qu’il a commit il a ramené l’empire romain à son prime",519
"520","@mthlr2 @WshCTreacks @monkey_d_shayaa @Hardflipsmth @FrenchRapUS Des avances scientifiques qui aurait prit plus de temps avec de l’éthique et du consentement mais qui serai inévitablement arriver donc bon…",520
"521","RT @LOKESHK57276965: இப்படி ஒரு திட்டம் வேண்டாம் அப்புறம் @monkey_529 இவர் நிறைய இடத்துல சிக்குவாரு. https://t.co/6iojjspbv3",521
"522","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",522
"523","@unknownghost589 @BabaCugs Honest question.  Why do people follow people they don't like?",523
"524","はっはっは、阿良々木先輩。爆破は勘弁してくれ。木造だからな、屋敷ごと跡形もなく消し飛んでしまうぞ",524
"525","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",525
"526","@BornAKang well done mate.  I just want a bloody Ice cream,  not being your monkey for u to play with",526
"527","Just discovered The Secret of Monkey Island with my son…And it’s a life-changing-revelation…! 🤣
After playing in the ‘90s I was afraid I’d be disappointed, but The Return has become the best adventure ever… Congrats @grumpygamer &amp; Team!!!",527
"528","RT @Mu_Ri_Elle: 3 years later, we are still waiting for Buckingham Palace to say that calling  Archie a monkey was 'unacceptable.'

#Prince…",528
"529","RT @Vadeeeng: Funny monkey haha #friendlockeviolet @SaltyDKArtRT https://t.co/JAG6dRybIO",529
"530","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",530
"531","@kikiorg @Popehat @abracadocious Translation: he has assumed the FDA will just rubber stamp it, because this is what you assume when you've grown up never being told ""no"". In reality, if the reported 35% monkey death rate is even half that, the FDA will laugh and chuck it in the bin.",531
"532","Nah yo. If they called Lukaku a monkey or something I’d understand. Bruh point shaving",532
"533","RT @CleviaAtwine: Even if you go to gym, walk like a monkey and pull those ropes 🤣just know women want money 🤣✌️",533
"534","@SpotifyNews @Spotify @jeremyerlich you make Spotify a corrupt streaming platform.We need your explanation why u take out Jungkook Collab with Charlie and why Thai Monkey Lisa the Collab she's doing still their to be  number.what terms from that company and Thai Monkey to do this to BTS",534
"535","@ttrussel23 @bbxjas As far as I’m concerned you can’t check me when you follow messy accounts that like shady shit towards Z yourself as well as follow someone that called Z stans a monkey. Again y’all Taylor stans are huge hypocrites it’s ok when y’all do it but it’s wrong when it’s done back gtfoh",535
"536","RT @DustinGrowick: https://t.co/A2BzQdlmmP",536
"537","RT @tezzzeta: every time ive been bored for the past couple weeks i've just gotten the urge to google the word ""monkey"" and see what comes…",537
"538","RT @theserfstv: Elon Musk isn't just the horse trading sexual assaulter who impregnated his employee or a midlife crisis trainwreck that sp…",538
"539","RT @firki07: Guys always look like a monkey, They should stop clicking pictures. only girls have beautiful faces and deserve clicking pictu…",539
"540","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",540
"541","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",541
"542","Our little project that could... @HaritaSShah @epiglpii 
💯💯💯

https://t.co/AwGkOJ0mv2",542
"543","RT @anglogalician: After Guy de Maupassant heard a report that Swinburne had indulged in simian bestiality, he was disconcerted to find tha…",543
"544","RT @ErotiqueErotica: Who doesn't love an orgy? I sure do! Playing monkey in the middle! Uploading this whole video to fansly tonight!!! htt…",544
"545","RT @homosrosie: i saw that belly button at end!!!!! https://t.co/r5WGOEr6zE",545
"546","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",546
"547","RT @TranslatedCats: I can't believe the day will come when I'll be happy to be sprayed with that spray! https://t.co/oYH2CqY8HG",547
"548","lmfao get fucked your shitty monkey pictures only have perceived value and won’t get you laid. https://t.co/GRKmMcsxr0",548
"549","if i was the writer of dance monkey i would retire rn",549
"550","RT @thiagocatao: @cb_doge @jelleprins @elonmusk And then the monkey died…https://t.co/A2k3Zm0OlE",550
"551","@BabaCugs https://t.co/rs3MS5LmgY",551
"552","Sugei!!! https://t.co/wie38rvOtf",552
"553","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",553
"554","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",554
"555","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",555
"556","RT @bIackpinkloops: LISOO what are you doing ❤️‍🔥https://t.co/Bt8SSvo2bC",556
"557","@momo918523 @SybilleCa @FrenchRapUS PTODRRRR 0 ARGUMENTS",557
"558","RT @SerebiiNet: Serebii Update: A special distribution has begun in Pokémon Scarlet &amp; Violet. Get some sandwich ingredients with the code H…",558
"559","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",559
"560","@yuxu_1029 「推しを嫉妬させること」
「キラコメでさりげなく推しと勝手にイチャつくこと」
「推しに愛をささやくこと」",560
"561","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",561
"562","RT @Litronom: Amped Up v2.90 up for playtesting!

The brand new game mode ""Balloon Race"" is available for Grand Prix and Versus!
Finish the…",562
"563","Join me to get free gift cards on @Listia! Use code ""DRRHSF"" for an extra 100 PTS. Just got this with my Points, Kawaii monkey large sticker decal new  https://t.co/PUJN9Lbz5R",563
"564","@momo918523 @SybilleCa @FrenchRapUS Mérité",564
"565","@antiterfbutch @Chican3ry I misread 3000 as 300. 3000 is a ludicrous number. But.... You know... Its a provable &amp; demosntrable fact that Neurolink mismanagment led to the death of a lot of Monkeys.

https://t.co/Br1Nkvv0j6",565
"566","RT @lyall_woo: SOMETHING SOMETHING “you realize everybody loves you but nobody likes you” BUT APPLY IT TO SWK

Fr who in the world LIKES th…",566
"567","@SybilleCa @monkey_d_shayaa @FrenchRapUS Ratio",567
"568","Good to know anything I tell IRL people gets misconstrued because people view me nothing more than a wind-up monkey with cymbals. Thank god for my online family cause people really ain't shit. https://t.co/GhIpHOIXfn",568
"569","#Qatar2022 #KSA I’m Sunni Revert Not Ahmadiyya,Nation of Islam,are Shia Name (Mohammed Yusuf Abdulaziz Al Hashimi) Joseph Morris Living Hidden Hills California. I’m call terrorist in West and Abeed ,Abed, Slave, Ape, Monkey by some Muslims 
Email: Executiveoffices@morrisoil.org",569
"570","@momo918523 @monkey_d_shayaa @FrenchRapUS rompich",570
"571","@The_IT_Monkey @elonmusk I have same issues but by the helps of VAN_TRON5 on Instagram he got my account unbanned permanently in due time. Reach em up",571
"572","RT @Dungeonlust: Maison Trencavel https://t.co/GqVd2tD94T",572
"573","@DiscussingFilm MONKEY?",573
"574","RT @tasty: Monkey Bread Brie Fondue https://t.co/LthoU2Wf47",574
"575","@antikachobian Monkey Pox? What kind of work are you doing?",575
"576","@SophiaKianni Who do I have to sleep with?",576
"577","RT @aelzarka: Hilarious 😂 monkey watching and human and clapping to the show 😂https://t.co/HEokUmtUSi",577
"578","robot monkey goes hard i dont even care https://t.co/iBlDkJJmic",578
"579","RT @ErotiqueErotica: Who doesn't love an orgy? I sure do! Playing monkey in the middle! Uploading this whole video to fansly tonight!!! htt…",579
"580","Si te perdiste a @PacoGoldman en Hora América aún puedes escuchar su entrevista acá:

https://t.co/mv0iZYu2Sa a través de @rtve 

#MonkeyBoy",580
"581","RT @kalmia_ama: in 30 minutes we're back returning to Return to Monkey Island!",581
"582","RT @DoNatoBomb: Guillermo del Toro's PINOCCHIO fights fascism, warms hearts, and celebrates life as a stellar adaptation. GDT embraces the…",582
"583","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",583
"584","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",584
"585","@SybilleCa Xdptdrrrr j’vais t’apporter quoi ? 2 vues 😹💀",585
"586","@elonmusk pizza monkey dick fart",586
"587","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",587
"588","@cokeinofficiel @toddyonekenobi https://t.co/YYbNvQL0Aa",588
"589","@monkey_d_shayaa (et strictement aucun rapport entre la discussion et ton screen, tu confirme juste que t’es un gros teubé)",589
"590","@Sleek_999 @eliottbright94 @ESPNUK That is not a Belgian because I'm Belgian and the only thing I understood is ""Little Monkey""",590
"591","♫ #NowPlaying “Dance Monkey” by Tones And I on #Anghami https://t.co/UQ9NnmjDPB",591
"592","RT @Vox_Akuma: @transformers MONKEY",592
"593","And who is Vice Chair of BLM, Susan Rosenberg, who was a far left revolutionary. FBI wanted her as part of M19CO communist party, she was involved with armed robbery, bombings of government buildings etc Sentenced to 58 yrs, but guess what, was pardoned by Bill Clinton in 2001!",593
"594","Still working with physically healthy colleagues who fear coming in to the office (but travel for pleasure) because of COVID, SRV, flu, and (I swear) MONKEY POX. I work in a madhouse. #MassPsychosis #COVID",594
"595","Ist das schwer auf Mac an Monkey Island 1&amp;2 ranzukommen. Würde es auch kaufen aber keine Chance. Hat hier jemand die Spiele für ScummVM als Datei bei sich rumliegen und würde die teilbar machen?",595
"596","FIFA world cup. . Spain has figured it out, it takes less energy to play defense, they where you down, like monkey in the middle(1000 passes)
It grinds you down.  Boring to watch!! Brilliant tactic.  
Let's go USA!! Be aware!",596
"597","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",597
"598","@tize4PF @clitsuccer MOVE YOU MONKEY ASS ******!",598
"599","RT @PieterseMarc: Three abused animals 💔

One monkey (not really knowing what it is eating) in a stupid ‘test setting’ 

Two prawns..dead…",599
"600","RT @RunOldMan: Julio, my imaginary pet monkey would rather eat bacon instead of bananas and that causes us to argue.",600
"601","RT @momo918523: @SybilleCa @monkey_d_shayaa @FrenchRapUS Ptdrrr ok alors dit moi pourquoi on l’étudie si on suit ton raisonnement il serait…",601
"602","RT @cb_doge: Monkey with a Neuralink implant, playing Ping Pong @elonmusk https://t.co/JQ3xWegCkW",602
"603","@momo918523 @SybilleCa @FrenchRapUS AHAHAHAHAHAHA MAIS T’AS TROP RAISON EN FAIT sksksksksk pk on l’etudie si il a fait des trucs pas bien",603
"604","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",604
"605","#Free Technology for Teachers: The True Costs of Owning a Car is now trending on https://t.co/Ldm3kcDbbt
https://t.co/Ldm3kcDbbt",605
"606","@senabryer @VoicesByZane Damn, I kinda thought that might be the case, I mainly remember the rhino bit and the monkey and the cartoon show that kinda was associated with it. Oh well, at least we have Dumb and Dumber. 

*stares terrified at the camera as it zooms in on my captive forced smile*",606
"607","@monkey_d_shayaa merci t’augmente mes vues le mongole, 🤑",607
"608","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",608
"609","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",609
"610","@JustBHawk it’s like a monkey on ya back lmao",610
"611","every time ive been bored for the past couple weeks i've just gotten the urge to google the word ""monkey"" and see what comes up.  even though i already know what will come up.  just wanna see",611
"612","@Project_Veritas @dbongino Hey you? Musclebound crackhead!! Didn't your boy Matt Gaetz have a close friend get 11 years for child sex trafficking? Yep!! Your monkey ass silent on that huh!! Can't take yall clowns seriously. Get that dog cum out ya mouth.",612
"613","@bartholomeykuma @WshCTreacks @monkey_d_shayaa @Hardflipsmth @FrenchRapUS La plupart des avancées en médecine c’est grâce à lui.. les nazis ont fait bcp d’expérience avec les juifs, sans aucune éthique..",613
"614","RT @Mu_Ri_Elle: The British #RoyalFamily NEVER said a word after baby Archie was called a monkey.

But same Royal Family was quick to swear…",614
"615","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",615
"616","KKKKKKKKKK não tem como https://t.co/ToQmklZHuI",616
"617","@SpacePotatoZero Happy Birthday Monkey. May your treats be plenty",617
"618","@SybilleCa @monkey_d_shayaa @FrenchRapUS Ptdrrr ok alors dit moi pourquoi on l’étudie si on suit ton raisonnement il serait juste rayer de l’histoire pour oublier l’épisode traumatisant à son sujet mais non les historiens en ont décidé autrement et c’est pas toi sur Twitter qui va les contredire",618
"619","RT @oretsuu: just a boy and his chainsaw dog ⛓️🦴
#chainsawman #チェンソーマン https://t.co/JaGcNLJZJl",619
"620","in 30 minutes we're back returning to Return to Monkey Island! https://t.co/RzIKG9fG6R",620
"621","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",621
"622","@elonmusk Stop killing monkey's to put microchips in people's brains!",622
"623","@elonmusk I've been silent for years because I got banned.  And I never get a reason why?  I've never spewed hate, called for vilolence, done anything remotely illegal.  That's why so many of us just lurk and watch.",623
"624","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",624
"625","RT @jdot_nft: joined in on the @OthersideMeta looks like it’ll be the key for the Trial of Jimmy the Monkey 

is there an #Otherdeed commun…",625
"626","RT @Mu_Ri_Elle: 3 years later, we are still waiting for Buckingham Palace to say that calling  Archie a monkey was 'unacceptable.'

#Prince…",626
"627","@blackhambees @sarah_go_green https://t.co/dVqPcBjfjM perfectly legitimate and free",627
"628","RT @dailydot: Elon Musk's Neuralink had to euthanize monkeys after they got his brain chip—now he says it's ready for humans.

https://t.co…",628
"629","RT @ringadindons: MONKEY・D・LUFFY https://t.co/Z0GJYBSgAv",629
"630","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",630
"631","RT @NBCNews: A Starbucks employee has been suspended after labeling a Black woman’s cup ""Monkey."" https://t.co/5zHPwzGeaJ",631
"632","I haven’t seen the Count since last Friday when I asked him to check if Amazon had any trees as our Christmas decorations were looking rather tired. He’s just phoned from South America to say they’ve got lots and do I want one with a monkey in it? #sillyoldsod",632
"633","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",633
"634","Share prices toppling in USA Cambodian macaque smuggling scandal. First Inotiv, now Charles River.

#animalresearch #toxicology 

https://t.co/YIo23w0wYe",634
"635","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",635
"636","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",636
"637","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",637
"638","RT @OMG_PONIES: @davidfrum The monkey killing device is a rousing success.

It kills monkeys more than 98% of the time.",638
"639","@sarah_go_green It was me 👍
https://t.co/A3Q4EQrR9a
Then search by meter serial number.",639
"640","@therealsupes Monkey, that’s what makes it different 🦍",640
"641","Sock Monkey Kama Sutra: Tantric Sex Positions for Your Naughty Little Monkey Y0BDX68

https://t.co/O2lHA6B2Jz https://t.co/RgKvthtRuX",641
"642","RT @code_micky: https://t.co/Vb1Vcaxj2E

The great monkey of the East gives a strange prediction about Ghana Blackstars vs Uruguay’s match…",642
"643","@pixiedust10922 @DigitoPlays Congrats! You have been MONKEY LUCKy lol",643
"644","RT @BOHHOT: การมีsafe zoneที่ดีมันดีมากเลยนะ ไม่ต้องมาในรูปแบบแฟนก็ได้ แค่มีเพื่อนดีๆสักคนก็วิเศษมากแล้ว อย่างน้อยๆก็มีพื้นที่ที่เรารู้สึกไ…",644
"645","funny how i support rachael’s toxic decisions but she can never support mine??? monkey see, monkey do hoe",645
"646","@cushbomb The monkey paw here is that Kanye will be used to thwart the Akron Gadaffi",646
"647","RT @GarnettTyroneT1: STRONG "" CAUSE I AM A TRAINED 3 COMBAT SOLDIER &amp; THIS GOVERNMENT &amp; POLITICIANS &amp; THE 1% RICH BITCHES RAN A MENTAL GAME…",647
"648","RT @tasty: Monkey Bread Brie Fondue https://t.co/LthoU2Wf47",648
"649","@strwb4rri The meme says
""Get rid of the monkey""
And i said
""We got rid of the monkey""",649
"650","守田うまかった",650
"651","@fnky_monkey @bdjenenwn @FelipeOlz @lasurbaja @outofcontexTECA @lanzineta @SomosAnalistas_ Jajaja que risa me dan ya porque tienen una montaña alta son mejor?, mejor no digas nada que nosotros tenemos 1 de las 7 maravillas del mundo, e internamente tenemos 13 maravillas del mundo, y ustedes solo una montaña se crecen jajaja.",651
"652","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",652
"653","STRONG "" CAUSE I AM A TRAINED 3 COMBAT SOLDIER &amp; THIS GOVERNMENT &amp; POLITICIANS &amp; THE 1% RICH BITCHES RAN A MENTAL GAME ON SOCIETY "" MORE THAN I BEEN THRU 3 COMBAT TOURS FROM COVID LOCK DOWNMASS SHOOTERS 1/6 ATTACK MONKEY POX RSV COVID &amp; FLU BAD POLICE &amp; THE HOMELESS PTSD 24/7 365 https://t.co/NNo6du2Pv0",653
"654","Watching Tarzan at the medical clinic and this shit is actually such a banger I am hooting and hollering like a  monkey",654
"655","MELT-BANANA - Monkey Man
[メルトバナナ]
https://t.co/K8QnHtkAU0
""Return Of 13 Hedgehogs (Mxbx Singles 2000-2009)""
https://t.co/LnNWclXshM",655
"656","ikea monkey made money off the Iraq War",656
"657","@6ixbuzztv ""my little monkey"".....",657
"658","RT @monkeyzoo: Next Sunday we chat with the @ecowayorg team about their Chia project

They have pre purchased a brand new unreleased Cheeky…",658
"659","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",659
"660","@momo918523 @SybilleCa SKSKSKSKSKS nn mais cette meuf est terrifiante hein, guettes son épinglé 2 sec waaaa j’suis ko",660
"661","@AllotmentCat Monkey: stretches are the best.",661
"662","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",662
"663","Cocaine bear 
Vs
High monkey

Until the BeastBOTS....

Then it's Nature
Vs
Robots...

https://t.co/ee4ScYaZQj",663
"664","RT @lupamcvrge: @Blackw1dow69 @Bill_LessThan3 @Stako_tennis You had thousands of dead Iraqian civilians people and children and you make th…",664
"665","Idk man besides #ONEPIECE I am firm believer in things ending, why is transformers crossing over to KingKong, let the monkey and Knight Rider rest. https://t.co/4lmQ08WDk9",665
"666","RT @BuzzingPop: Most streamed lead female song every year on Spotify:

2012: Call Me Maybe
2013: Just Give me a Reason
2014: Dark Horse
201…",666
"667","前田さん………
ガチでただの兵隊さんか",667
"668","RT @leaf_theqt: 🍃 COMMS OPEN 🍃

FUN FACT I DO ART NOW AAAAAAAAAAAAAA
I'LL POST RIG EXAMPLES IN THE COMMENTS TYTY

Dm for inquires &lt;3
#commi…",668
"669","@tara_chara From Monkey Ball to Yakuza https://t.co/C2PqWlAst8",669
"670","@monkey_d_shayaa @FrenchRapUS Non pas par rapport à ça, mais sans toutes ces guerres notre société  n’aurait pas évolué aussi vite",670
"671","@ScottAdamsSays I feel like my sense of justice would cause me to jump on the guy like a monkey and get him in a head lock while yelling, “Stop! This is wrong!”",671
"672","@ttrussel23 @bbxjas Lol you still sound dumb. Go through my tweets and likes I never belittled Tay or liked tweets that did so. But y’all follow accounts that like shady shit about Z and follow someone that called black Z stans a monkey. But y’all gonna play stupid and keep overlooking that 🙄",672
"673","@AdamPagett3 Good for you! I hope you get the chance to help many others who've found themselves in the same place.",673
"674","RT @dionysus_xv: got me a baby monkey egg... who knew such things existed 😍

@MetavMonkeys - congrats on the mint - smooth and easy... can'…",674
"675","RT @Mu_Ri_Elle: 3 years later, we are still waiting for Buckingham Palace to say that calling  Archie a monkey was 'unacceptable.'

#Prince…",675
"676","RT @troubleshade: Now they wanna talk but when Archie was compared to a monkey, just hours after being born, they said nothing.",676
"677","He don’t care,  whether people are listening. Sometime he don’t even care if there’s NO people at all. All he cares is  mic. And monkey baat starts…🤣🤣
https://t.co/iBvag48YMN",677
"678","RT @Mu_Ri_Elle: 3 years later, we are still waiting for Buckingham Palace to say that calling  Archie a monkey was 'unacceptable.'

#Prince…",678
"679","@LFCHalps He’s gonna become the new Klose 😂",679
"680","https://t.co/t7CxoheQ4K

Hmmm... Monkey",680
"681","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",681
"682","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",682
"683","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",683
"684","@monkey_d_shayaa @SybilleCa Merci frero je t’ai dit faut faire gaffe sinon ça fait des giga raccourci alors que tu penses l’opposé",684
"685","I want y’all to literally fix your egos. Serena is solidified with or without a man. Especially the same black men that was calling her manly, monkey, ugly, etc. https://t.co/3QEdLa28Vw",685
"686","RT @dionysus_xv: got me a baby monkey egg... who knew such things existed 😍

@MetavMonkeys - congrats on the mint - smooth and easy... can'…",686
"687","RT @Hashlipsnft: https://t.co/nWPQU8KHDf",687
"688","RT @TheJordanRachel: What happened to Monkey Pox?",688
"689","@marion__roy @monkey_d_shayaa @FrenchRapUS Ta l’impression que la bombe a été bénéfique pour notre société ? 💀",689
"690","RT @SizweLo: The reason she's receiving a beating is because she called the lady in the pink pants a slave and a monkey woman. https://t.co…",690
"691","@titancharrete @bartholomeykuma @monkey_d_shayaa @FrenchRapUS Oui fin c'est juste pour dire que même pour vraiment la pire des pires personne au monde, on peut trouver au moins une bonne action, mais qu'une bonne action ne fait pas de toi une bonne personne.",691
"692","monkey hee hoo",692
"693","WL Authorized Agent @NFTCollector_05 @GiraffePunkClub @monkey_mixed @HiddenFunGuy @Vito_Juliao @Urrlaggy @KungFuKenny_19 @zhuqi256929811 @muri_eth @TofuRocket8 @solo__eth https://t.co/dQT1yVMnHY",693
"694","whitelist Sophisticated @EskimoRobot @Raca_Mo @INFINIT50414164 @MalcosPeter @JackCryptoWatch @ironskyfilm @kalasix @ChristieMollya @2ambrokenhopes @Monkey_King9999 @Leo15192 @sunminchoi82 @parktodak @MonalisaWeaver @DikshaY19918897 https://t.co/HGoVnbAW4m",694
"695","@BankRobberBuu do you already have the monkey boys? if not with that luck you could get them fairly quickly in festival summons…",695
"696","RT @egirlbratz: lilies: Iisa did that on her own without any western collaborations
borahags: thai monkey fatherless

see? they really can'…",696
"697","Donc je tombe sur ce genre de personnes ? https://t.co/4bLSB2gbZQ",697
"698","RT @LAIKAStudios: Is there a better time to visit @PDXJapaneseGdn than in the fall? In early November, #Kubo and #Coraline embarked on a da…",698
"699","RT @cb_doge: A Neuralink-trained monkey doing Telepathic Typing, using just his mind 🤯 @elonmusk https://t.co/PUkFA9qpUi",699
"700","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",700
"701","@luki_983 @kralrindo Be a dumber fucking monkey dumb fuck",701
"702","@provinghuman The Infinite Monkey Cage. Physicists and comedians making jokes. Extremely British

https://t.co/mnFwb3tzM9",702
"703","@miawvie @monkey_d_shayaa @FrenchRapUS Tu es peut être mal informé. Même Kennedy a parlé en bien d Hitler. Sans oublier Churchill, avant la guerre.",703
"704","@royalmiky1 @henryenter @JeffreyGuterman Ipob fool, we know you EFULEFU, pained in the heart, idiot like you cant reason on a civilize way but on insult. Behold no besay make poverty cover you like clothes and it sure you will never escape it. Monkey 🐒",704
"705","@s_monkey @k_da_b 🤓🙈",705
"706","@AvrilAmaka @MrMekzy_ You done hear 👂dz slangs b4….. Monkey go be monkey even if e go UK  cm bk.. ..Lol 😂",706
"707","@momo918523 @monkey_d_shayaa @FrenchRapUS et ? c’est d’un nul ton explication tout comme la sienne, et vous pensez être des génies ça me fume, à vous entendre Hitler était nécessaire à cette planète mdr vsi on a pas étudié la même Histoire c votre dos d’être bêtes comme ça",707
"708","@SybilleCa J’comprend mieux https://t.co/MoYR7zk0jV",708
"709","@murrmama @bryankgreenberg @MelindaHoward4 @learnwithmaria @heatherwgaona @northern_monkey @jeremy_hus @RochCaron @Floridaboiler @kyndalrisinger @9c3ae8651fe7492 @gailmariehs @Chris211162 @BTBogtrotters @AgricolaArat @TeachManuel @Seabrahamsons @veganroundtable @RunnerWest @SpaceR3Y @GetAfterIt4U @stedge27 @JudithClarke54 @Kdabbler @dossie1954 @Steeennaaa @DrAshleyMorgan1 @gilldyer @realdevilsix https://t.co/KYvaYS0Yw8",709
"710","@Witwicky44 @FernzyTube @quaogo @FernzyTube not a good look at alll retweeting a virgin calling speed a monkey… might want to take that pinned tweet down because if you ever make it you are fucked now",710
"711","RT @rabaqi: Very sad to see. He does know the ABC of the philosophy of Hakeem ul Ummat Allama Iqbal. To move hands like monkey does not mea…",711
"712","@Batty4Patty You see, I don't need spineless twerps like you, to be my friend. Let alone give me advice. What have YOU done besides cower behind your drunk and monkey driven mother? What have YOU accomplished to establish yourself as someone. Nothing. You're nothing.",712
"713","@ColineDeschanel You are beautiful, more beautiful than the sun, but Snow White is more beautiful than you. said the mirror.
And indeed, your cat has become an evil stepmother.
(Snow White and the Seven Dwarfs - Hungarian folk tale)",713
"714","RT @Mazapan404: @SantanaelChan HE CREATED SUPER MONKEY BALL https://t.co/SOSe0auGkZ",714
"715","@ThoughtSlime elon working hard to make the monkey populations go extinct",715
"716","BREAKING: Hackers discover Alchemist Monkey is coming to Cookie Run: Kingdom! https://t.co/u3109QQ2lH",716
"717","With the release of new Sharples in 2023 comes new meal plans! Introducing the Amazing Monkey III meal plan: seven hundred Meal swipes, 500 Dining dollars, and 900 Swat points.",717
"718","@babajay1993 @No1egular @ashleyscott1006 @tikopo4 @Dave43926598 @Mtuye_ @brfootball Firstly, the ancestors aren't human. Secondly, I would rather believe that an ancestral monkey species was favoured by the weather into existence than to believe a being snapped his fingers and created them and suddenly, there is the bible we have to follow",718
"719","RT @TomKhruisehchev: All those claiming after the Bowman affair that ""DSA electeds"" (ugh, that phrase) are just nationalist representatives…",719
"720","@bartholomeykuma @monkey_d_shayaa @FrenchRapUS La bombe nucléaire",720
"721","RT @Ranting_Trans: Honestly, after the 10th monkey, the monkey supplier really should have stopped supplying the monkey-killing man with mo…",721
"722","@momo918523 @SybilleCa Tweet très juste, t’es vrm une personne bien toi",722
"723","モラタ、ワンタッチストライカーだけあってオフザボールの動きが良すぎる🥺",723
"724","@Mikhaelkeeel @_hidolee @Hardflipsmth @monkey_d_shayaa @FrenchRapUS Vas-y je vais regarder ça bv",724
"725","@griffski The opening theme of Monkey Island",725
"726","monkey eating grapes gif",726
"727","RT @___azraa____: monkey falls would be lekker now 😔",727
"728","Análisis | Return to Monkey Island – PS5 - https://t.co/HAfryRyqZj - https://t.co/wwnQ1RfGHl",728
"729","@beautifulajike He didn’t know it was a serious racial abuse to be called ‘monkey’ as his dad (like most of our African dads too) called him that whenever he transgressed while growing up. 
The coach wanted him to have a thick skin at being called ‘bastard’. 
Unless it’s racial abuse don’t react",729
"730","Dart Monkey Shoots and kills Doomguy with the Pistol as they tried to run https://t.co/WCZC6OUpOJ",730
"731","@GerryHassan Obviously you're no monkey, lad.",731
